,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
6936,6.7,1514,-200,21.5,1338,668,474,1598,2018,10.2,58.3,0.7256,175
6937,6.4,-200,-200,-200.0,-200,641,-200,-200,-200,-200.0,-200.0,-200.0,168
6938,6.8,-200,-200,-200.0,-200,649,-200,-200,-200,-200.0,-200.0,-200.0,170
6939,5.6,-200,-200,-200.0,-200,521,-200,-200,-200,-200.0,-200.0,-200.0,157
6940,5.4,-200,-200,-200.0,-200,487,-200,-200,-200,-200.0,-200.0,-200.0,143
6941,5.2,-200,-200,-200.0,-200,453,-200,-200,-200,-200.0,-200.0,-200.0,152
6942,5.9,1505,-200,15.6,1168,567,525,1447,2066,9.4,66.1,0.7816,169
6943,5.6,1458,-200,14.2,1123,527,540,1395,2030,9.6,65.9,0.7869,164
6944,5.5,1431,-200,13.5,1100,503,553,1385,1913,9.5,66.2,0.7882,154
6945,5.2,1366,-200,11.4,1027,-200,583,1328,1901,9.2,67.3,0.7851,-200
6946,-200.0,1332,-200,10.5,997,345,601,1304,1783,9.1,68.7,0.7925,130
6947,2.2,1243,-200,8.6,924,274,648,1250,1534,9.0,69.8,0.8039,119
6948,2.0,1251,-200,8.6,924,231,644,1246,1568,8.9,70.5,0.8056,106
6949,2.2,1259,-200,9.1,944,268,631,1267,1622,8.9,70.4,0.8074,111
6950,2.0,1268,-200,8.6,926,281,645,1247,1628,9.1,69.6,0.8045,122
6951,2.5,1288,-200,9.4,956,340,623,1272,1553,9.0,70.8,0.8173,121
6952,3.0,1410,-200,11.0,1015,406,594,1319,1769,9.8,68.6,0.8324,136
6953,2.8,1374,-200,10.6,999,379,598,1316,1776,10.2,67.3,0.8373,138
6954,3.4,1458,-200,13.2,1090,436,553,1383,1898,10.7,65.0,0.8378,147
6955,5.5,1609,-200,18.1,1243,602,505,1491,2100,11.4,62.9,0.8454,178
6956,4.0,1424,-200,13.2,1090,507,566,1351,1896,12.2,61.1,0.8652,176
6957,2.4,1331,-200,9.7,966,266,633,1266,1745,12.1,61.8,0.8723,159
6958,3.1,1434,-200,13.3,1093,335,561,1366,1893,11.7,65.6,0.898,168
6959,4.0,1542,-200,15.4,1161,464,531,1435,1972,11.4,67.9,0.9119,181
6960,4.6,1651,-200,17.8,1234,527,501,1513,2020,11.2,70.8,0.9386,184
6961,4.8,1633,-200,18.0,1240,592,496,1555,1906,10.9,75.9,0.9868,170
6962,6.2,1739,-200,21.3,1333,821,460,1689,1832,11.3,78.3,1.0455,174
6963,4.6,1523,-200,14.5,1132,538,541,1488,1470,10.3,82.8,1.0369,136
6964,4.5,1543,-200,15.8,1174,513,521,1542,1494,10.4,82.5,1.0406,127
6965,4.2,1469,-200,13.1,1086,514,564,1485,1394,11.0,81.7,1.0727,125
6966,2.6,1271,-200,7.7,886,345,688,1321,1113,11.7,79.8,1.0964,121
6967,1.6,1161,-200,6.0,810,231,775,1281,958,11.6,80.0,1.0924,117
6968,1.3,1053,-200,3.5,680,166,890,1166,807,11.3,80.1,1.0741,108
6969,0.6,916,-200,1.5,541,-200,1143,1064,536,11.7,74.1,1.0167,-200
6970,0.5,900,-200,1.2,522,61,1242,1070,471,10.8,78.7,1.0202,55
6971,0.4,855,-200,0.8,479,49,1319,1068,450,10.7,81.5,1.0497,46
6972,0.3,848,-200,0.7,464,54,1425,1062,438,10.9,80.3,1.0444,46
6973,0.4,873,-200,0.9,485,78,1305,1083,512,10.7,80.7,1.0377,67
6974,0.6,945,-200,1.8,569,136,1140,1135,632,10.5,81.8,1.0416,90
6975,0.9,1003,-200,2.5,618,198,1003,1159,754,10.4,82.9,1.0419,117
6976,1.1,1041,-200,3.1,659,211,908,1188,792,10.6,82.1,1.0451,118
6977,1.0,1036,-200,3.5,685,183,942,1168,776,11.5,72.6,0.9846,112
6978,1.6,1124,-200,5.7,799,277,775,1231,969,12.8,65.5,0.964,134
6979,1.8,1130,-200,5.8,803,267,772,1230,975,13.9,60.9,0.9644,127
6980,1.0,991,-200,2.7,632,123,981,1114,637,14.9,57.9,0.9726,88
6981,0.8,988,-200,2.2,596,68,1056,1118,541,14.8,63.5,1.0592,57
6982,1.4,1163,-200,5.8,801,186,772,1288,876,13.6,68.9,1.0699,99
6983,2.1,1226,-200,6.9,853,321,725,1307,1029,13.6,68.9,1.0661,129
6984,2.3,1286,-200,9.1,942,343,687,1362,1103,13.5,67.1,1.0357,137
6985,3.5,1423,-200,14.0,1116,550,553,1531,1369,12.3,75.4,1.0768,146
6986,3.8,1408,-200,13.1,1088,598,560,1504,1381,11.7,80.0,1.0938,139
6987,2.4,1178,-200,7.2,866,390,700,1342,1094,11.8,82.7,1.1381,128
6988,1.0,985,-200,3.8,701,159,877,1187,835,11.8,77.5,1.0741,106
6989,1.3,1113,-200,5.2,776,193,828,1217,881,12.0,72.3,1.0095,114
6990,2.3,1178,-200,7.4,873,316,700,1328,987,11.2,79.6,1.0587,137
6991,1.5,1024,-200,3.9,705,199,876,1168,807,11.5,74.2,1.0063,114
6992,1.1,954,-200,2.7,630,134,988,1107,664,11.6,68.9,0.9411,92
6993,0.6,875,-200,1.5,548,-200,1165,1049,525,11.5,67.4,0.9106,-200
6994,0.7,877,-200,1.3,526,63,1171,1023,496,11.7,64.6,0.8888,55
6995,0.4,826,-200,0.7,465,50,1322,978,433,11.9,61.1,0.8527,46
6996,0.5,862,-200,1.4,535,93,1193,1020,524,12.5,57.3,0.8269,67
6997,0.8,938,-200,3.0,653,161,970,1100,747,12.3,60.1,0.8562,95
6998,1.9,1205,-200,9.1,943,368,688,1361,1052,11.5,68.7,0.9302,133
6999,2.3,1171,-200,10.0,978,344,637,1374,1092,12.5,63.2,0.9113,138
7000,1.9,1131,-200,8.6,926,288,684,1324,1036,12.9,63.2,0.9335,127
7001,1.6,1074,-200,6.4,832,244,748,1230,934,13.5,59.9,0.9261,119
7002,1.4,1062,-200,6.2,822,224,764,1228,917,13.4,61.3,0.9379,113
7003,1.5,1045,-200,5.7,800,206,796,1193,839,14.4,57.1,0.9309,109
7004,1.4,1034,-200,5.0,763,163,840,1192,761,15.0,57.2,0.9698,97
7005,2.0,1186,-200,8.0,899,296,695,1332,926,12.4,72.6,1.0422,117
7006,2.5,1256,-200,10.5,996,386,625,1417,1104,12.8,73.6,1.0851,132
7007,2.2,1138,-200,6.9,854,262,735,1276,911,13.3,68.2,1.0356,117
7008,2.0,1138,-200,7.8,891,212,721,1295,918,13.4,66.6,1.0187,110
7009,2.1,1114,-200,8.0,899,245,710,1279,948,13.3,63.6,0.9661,119
7010,2.1,1107,-200,8.1,905,263,705,1288,966,12.9,62.4,0.9258,116
7011,2.1,1117,-200,7.5,876,300,706,1264,1057,12.4,64.7,0.9266,123
7012,1.6,1090,-200,6.0,812,242,753,1213,1001,12.1,65.6,0.9222,117
7013,1.1,954,-200,3.2,665,152,916,1119,777,11.3,69.8,0.932,100
7014,1.2,987,-200,4.1,715,165,884,1145,797,11.0,68.7,0.9001,101
7015,-200.0,969,-200,3.1,659,-200,945,1082,691,11.1,65.3,0.8601,-200
7016,-200.0,939,-200,2.9,648,-200,949,1084,680,10.2,66.9,0.8323,-200
7017,-200.0,961,-200,3.0,654,-200,925,1084,755,9.5,70.1,0.8343,-200
7018,-200.0,916,-200,2.5,623,-200,962,1064,725,9.8,69.4,0.8397,-200
7019,-200.0,835,-200,0.9,484,-200,1266,961,432,10.7,62.5,0.802,-200
7020,-200.0,885,-200,1.8,572,-200,1081,1031,612,10.4,64.8,0.8138,-200
7021,-200.0,1088,-200,6.6,839,-200,760,1236,951,9.7,73.1,0.8772,-200
7022,-200.0,1358,-200,15.3,1158,-200,529,1537,1326,9.3,77.0,0.9018,-200
7023,-200.0,1456,-200,23.4,1389,-200,443,1808,1504,9.1,77.1,0.8947,-200
7024,-200.0,1274,-200,15.3,1159,-200,545,1493,1326,10.6,67.9,0.8666,-200
7025,-200.0,1092,-200,9.2,946,-200,691,1234,1043,12.7,56.7,0.8304,-200
7026,-200.0,1111,-200,10.4,993,-200,662,1287,1058,13.0,53.9,0.8029,-200
7027,-200.0,1177,-200,14.8,1143,-200,574,1443,1205,13.9,49.0,0.7727,-200
7028,-200.0,1199,-200,14.6,1138,-200,581,1452,1203,14.4,49.2,0.8027,-200
7029,-200.0,1121,-200,10.7,1003,-200,656,1323,1058,14.3,48.6,0.79,-200
7030,-200.0,1252,-200,15.5,1164,-200,559,1474,1257,13.6,52.8,0.8177,-200
7031,-200.0,1233,-200,14.9,1144,-200,575,1436,1271,13.1,54.3,0.8167,-200
7032,-200.0,1215,-200,12.4,1063,-200,616,1370,1214,12.4,59.3,0.853,-200
7033,-200.0,1193,-200,11.2,1020,-200,645,1340,1135,12.1,61.5,0.8677,-200
7034,-200.0,1195,-200,11.3,1026,-200,637,1342,1150,12.0,60.8,0.852,-200
7035,-200.0,1301,-200,12.9,1080,-200,579,1435,1248,11.0,73.8,0.9677,-200
7036,-200.0,1126,-200,6.4,828,-200,722,1250,955,9.6,82.9,0.99,-200
7037,-200.0,1013,-200,3.6,687,-200,872,1135,726,8.6,83.5,0.9372,-200
7038,-200.0,982,-200,2.9,645,-200,922,1107,708,8.7,83.0,0.9393,-200
7039,-200.0,970,-200,2.8,642,-200,922,1107,704,8.8,81.2,0.9214,-200
7040,-200.0,959,-200,2.8,637,-200,958,1107,667,8.9,79.0,0.9032,-200
7041,-200.0,925,-200,2.2,598,-200,978,1079,662,9.0,76.5,0.8828,-200
7042,-200.0,847,-200,1.0,502,-200,1198,1020,508,9.0,75.8,0.8721,-200
7043,-200.0,885,-200,1.4,534,-200,1144,1036,529,9.1,73.9,0.8576,-200
7044,-200.0,883,-200,1.6,549,-200,1019,1025,607,9.4,70.9,0.8386,-200
7045,-200.0,892,-200,2.0,587,-200,1070,1041,623,10.1,65.9,0.8148,-200
7046,-200.0,970,-200,3.4,678,-200,916,1101,732,10.1,64.6,0.7967,-200
7047,-200.0,904,-200,2.9,644,-200,949,1036,697,9.3,64.7,0.7575,-200
7048,-200.0,919,-200,3.0,652,-200,953,1045,712,9.9,61.3,0.7499,-200
7049,-200.0,929,-200,3.3,668,-200,937,1054,696,10.6,59.9,0.7674,-200
7050,-200.0,938,-200,4.3,729,-200,874,1060,702,11.1,55.3,0.7325,-200
7051,-200.0,971,-200,5.5,786,-200,812,1086,796,12.0,49.3,0.69,-200
7052,-200.0,914,-200,4.5,739,-200,870,1025,714,11.6,46.8,0.6397,-200
7053,-200.0,892,-200,4.1,719,-200,918,1019,635,12.0,44.0,0.6169,-200
7054,-200.0,913,-200,4.5,735,-200,905,1024,706,11.8,44.3,0.6141,-200
7055,-200.0,928,-200,4.9,759,-200,871,1040,775,11.3,45.4,0.6063,-200
7056,-200.0,1035,-200,9.0,941,-200,734,1175,965,11.3,44.1,0.5909,-200
7057,-200.0,1033,-200,9.0,939,-200,729,1159,979,11.2,45.1,0.5971,-200
7058,-200.0,990,-200,7.2,865,-200,764,1130,902,10.8,47.3,0.6122,-200
7059,-200.0,934,-200,4.7,750,-200,891,1035,798,10.7,47.7,0.6127,-200
7060,-200.0,881,-200,3.3,670,-200,979,978,697,10.5,46.9,0.5956,-200
7061,-200.0,855,-200,2.7,631,-200,1033,932,626,10.2,45.4,0.5632,-200
7062,-200.0,832,-200,2.2,598,-200,1122,912,537,9.7,46.0,0.5546,-200
7063,-200.0,848,-200,2.8,639,-200,1057,929,574,9.8,45.2,0.5489,-200
7064,-200.0,806,-200,1.8,567,-200,1163,878,490,9.4,45.4,0.5355,-200
7065,-200.0,796,-200,1.5,545,-200,1210,853,450,9.3,44.0,0.5153,-200
7066,-200.0,777,-200,0.9,493,-200,1247,828,438,8.8,45.2,0.5134,-200
7067,-200.0,785,-200,1.1,505,-200,1226,829,428,8.7,45.6,0.5128,-200
7068,-200.0,766,-200,0.7,470,-200,1317,810,404,8.5,44.8,0.498,-200
7069,-200.0,808,-200,1.4,534,-200,1243,853,480,8.7,43.4,0.4905,-200
7070,-200.0,975,-200,6.2,822,-200,852,1049,876,8.5,43.6,0.4865,-200
7071,-200.0,943,-200,6.1,816,-200,828,1033,868,8.8,42.0,0.4773,-200
7072,-200.0,886,-200,5.0,764,-200,920,946,740,10.8,35.1,0.4549,-200
7073,-200.0,861,-200,4.1,716,-200,973,921,628,11.7,34.4,0.4712,-200
7074,-200.0,881,-200,4.4,734,-200,961,925,636,12.6,31.7,0.4613,-200
7075,-200.0,855,-200,4.6,741,-200,965,901,616,12.5,30.3,0.4367,-200
7076,-200.0,855,-200,4.3,725,-200,983,898,613,11.4,32.8,0.4424,-200
7077,-200.0,844,-200,3.6,689,-200,1040,867,545,12.1,31.1,0.4383,-200
7078,-200.0,900,-200,5.6,794,-200,906,930,710,12.3,29.7,0.4226,-200
7079,-200.0,883,-200,4.8,751,-200,962,922,661,9.8,36.4,0.4414,-200
7080,-200.0,994,-200,8.1,903,-200,781,1079,922,9.3,40.8,0.4781,-200
7081,-200.0,927,-200,5.2,774,-200,883,976,755,8.6,45.1,0.5038,-200
7082,-200.0,1078,-200,10.2,987,-200,718,1152,1015,9.3,41.7,0.4884,-200
7083,-200.0,952,-200,5.5,788,-200,849,1018,876,8.7,44.3,0.4998,-200
7084,-200.0,882,-200,3.1,660,-200,991,922,727,8.0,47.6,0.5113,-200
7085,-200.0,924,-200,4.2,724,-200,946,969,781,7.7,47.2,0.4975,-200
7086,-200.0,987,-200,6.2,823,-200,827,1027,893,7.2,50.2,0.5118,-200
7087,-200.0,930,-200,4.8,752,-200,889,981,820,6.9,50.3,0.5029,-200
7088,-200.0,861,-200,3.0,654,-200,995,919,632,6.7,50.7,0.4998,-200
7089,-200.0,783,-200,1.2,522,-200,1241,832,458,7.6,46.4,0.4869,-200
7090,-200.0,744,-200,0.4,431,-200,1539,778,345,7.4,45.7,0.4714,-200
7091,-200.0,753,-200,0.4,426,-200,1568,792,337,6.9,49.3,0.4913,-200
7092,-200.0,787,-200,0.6,452,-200,1400,823,370,7.8,48.1,0.5095,-200
7093,-200.0,820,-200,1.1,506,-200,1221,871,466,8.1,47.8,0.5157,-200
7094,-200.0,840,-200,1.6,552,-200,1152,893,510,8.5,46.7,0.5191,-200
7095,-200.0,897,-200,3.1,656,-200,953,964,641,8.9,44.1,0.5039,-200
7096,-200.0,989,-200,5.6,793,-200,815,1052,862,9.4,42.5,0.5038,-200
7097,-200.0,909,-200,4.5,737,-200,909,941,753,10.8,36.3,0.4712,-200
7098,-200.0,865,-200,3.8,697,-200,1002,883,589,11.9,30.6,0.4264,-200
7099,-200.0,924,-200,6.2,821,-200,899,955,704,12.2,29.7,0.4205,-200
7100,-200.0,912,-200,5.6,794,-200,885,943,731,12.0,31.1,0.434,-200
7101,-200.0,872,-200,4.1,717,-200,991,882,592,12.7,28.4,0.416,-200
7102,-200.0,917,-200,5.6,794,-200,907,946,740,13.3,27.5,0.4185,-200
7103,-200.0,962,-200,7.6,883,-200,818,996,896,11.4,30.8,0.4148,-200
7104,-200.0,932,-200,6.1,817,-200,883,942,854,9.8,34.0,0.4112,-200
7105,-200.0,930,-200,5.3,781,-200,933,906,866,9.3,33.6,0.3958,-200
7106,-200.0,962,-200,5.3,780,-200,919,909,884,9.6,32.3,0.3871,-200
7107,-200.0,974,-200,5.5,790,-200,915,895,951,9.1,32.5,0.3766,-200
7108,-200.0,1055,-200,5.6,791,-200,845,936,1195,9.1,37.2,0.431,-200
7109,-200.0,1003,-200,4.6,744,-200,882,899,1138,7.8,38.4,0.4085,-200
7110,-200.0,1046,-200,4.2,724,-200,848,898,1201,8.2,40.1,0.4375,-200
7111,1.6,1275,-200,8.8,930,215,649,1024,1617,5.3,50.7,0.4564,106
7112,2.5,1173,-200,7.5,878,300,738,1002,1355,5.9,50.0,0.4689,129
7113,2.7,1163,-200,7.6,881,-200,748,1001,1296,4.9,53.9,0.4693,-200
7114,1.9,1054,-200,5.6,791,253,830,967,1131,4.3,55.3,0.465,126
7115,1.4,1004,-200,4.8,753,181,879,942,1036,4.2,57.1,0.4759,106
7116,1.5,1001,-200,5.3,777,171,859,954,1009,3.5,58.3,0.4636,99
7117,1.4,974,-200,4.5,736,168,888,945,966,3.0,60.7,0.4667,97
7118,1.1,915,-200,3.0,653,169,973,905,901,2.6,63.2,0.4721,94
7119,1.0,939,-200,3.0,649,145,996,897,879,3.9,59.0,0.4807,86
7120,1.2,973,-200,4.7,748,190,878,968,991,4.7,57.2,0.4932,97
7121,1.7,1011,-200,5.4,782,225,846,992,1019,6.8,48.6,0.4822,113
7122,2.3,1097,-200,7.4,875,261,778,1080,1151,8.6,43.6,0.4887,125
7123,2.2,1149,-200,8.4,914,382,742,1072,1242,9.5,41.2,0.4908,147
7124,2.4,1117,-200,8.9,934,357,721,1075,1206,10.9,35.9,0.468,153
7125,2.2,1085,-200,7.9,896,299,760,1049,1138,12.5,32.3,0.467,147
7126,2.1,1102,-200,7.7,885,313,772,1051,1142,12.8,32.6,0.4814,139
7127,3.0,1281,-200,12.1,1053,510,659,1192,1438,10.9,39.7,0.5166,165
7128,4.7,1472,-200,16.6,1198,832,555,1344,1735,9.0,51.8,0.5961,191
7129,3.6,1328,-200,11.4,1029,622,637,1188,1611,8.1,54.1,0.5882,172
7130,2.5,1198,-200,7.9,897,402,720,1072,1436,7.8,54.6,0.5786,151
7131,2.3,1176,-200,8.1,905,334,718,1104,1389,6.2,59.6,0.5698,137
7132,2.1,1118,-200,6.4,830,295,765,1058,1313,5.7,59.9,0.5523,130
7133,1.7,1091,-200,5.2,773,222,820,1003,1232,5.6,59.7,0.5463,115
7134,1.8,1078,-200,5.2,775,230,809,1012,1195,4.7,62.9,0.5424,112
7135,1.6,1043,-200,4.3,726,195,875,972,1107,4.5,63.5,0.5411,105
7136,1.3,992,-200,3.6,685,167,916,963,1035,4.5,63.6,0.5414,96
7137,1.3,1004,-200,4.5,739,-200,868,1004,1030,3.1,70.0,0.5388,-200
7138,1.3,947,-200,3.3,673,148,929,974,929,3.2,68.3,0.531,87
7139,1.1,923,-200,2.7,634,123,984,943,875,3.1,69.2,0.5337,75
7140,1.0,911,-200,2.4,613,148,992,934,861,2.4,71.9,0.5288,82
7141,1.0,924,-200,2.6,629,143,994,941,852,3.1,68.7,0.5317,83
7142,1.2,954,-200,3.4,674,180,940,981,891,2.1,73.1,0.5289,88
7143,1.3,960,-200,3.9,704,226,887,1003,947,3.3,68.2,0.5346,106
7144,1.6,1016,-200,4.9,760,254,835,1044,1016,4.1,65.8,0.5451,112
7145,2.2,1139,-200,7.5,879,372,753,1092,1201,6.6,56.6,0.5528,141
7146,2.2,1130,-200,7.1,860,379,752,1058,1218,8.0,51.2,0.5516,148
7147,2.8,1237,-200,9.6,962,478,685,1138,1385,10.3,44.9,0.5612,171
7148,2.1,1159,-200,6.5,837,344,742,1087,1311,12.3,41.7,0.5961,160
7149,1.6,1124,-200,5.5,790,258,791,1071,1206,13.5,41.3,0.6342,137
7150,2.8,1312,-200,10.5,998,474,640,1249,1473,13.4,43.1,0.66,167
7151,2.6,1246,-200,8.9,936,438,665,1182,1460,9.9,53.3,0.6504,164
7152,2.8,1232,-200,8.8,931,451,674,1171,1627,8.9,54.6,0.6226,166
7153,2.9,1286,-200,10.5,996,473,644,1217,1827,8.9,54.8,0.6244,167
7154,3.4,1347,-200,13.0,1084,560,582,1290,2004,8.3,58.2,0.6391,174
7155,2.9,-200,-200,-200.0,-200,470,-200,-200,-200,-200.0,-200.0,-200.0,160
7156,3.2,-200,-200,-200.0,-200,506,-200,-200,-200,-200.0,-200.0,-200.0,169
7157,3.1,-200,-200,-200.0,-200,482,-200,-200,-200,-200.0,-200.0,-200.0,162
7158,3.0,-200,-200,-200.0,-200,436,-200,-200,-200,-200.0,-200.0,-200.0,149
7159,3.4,-200,-200,-200.0,-200,472,-200,-200,-200,-200.0,-200.0,-200.0,158
7160,3.0,-200,-200,-200.0,-200,379,-200,-200,-200,-200.0,-200.0,-200.0,143
7161,2.7,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
7162,-200.0,-200,-200,-200.0,-200,286,-200,-200,-200,-200.0,-200.0,-200.0,121
7163,1.1,-200,-200,-200.0,-200,155,-200,-200,-200,-200.0,-200.0,-200.0,92
7164,1.4,-200,-200,-200.0,-200,264,-200,-200,-200,-200.0,-200.0,-200.0,102
7165,1.8,-200,-200,-200.0,-200,366,-200,-200,-200,-200.0,-200.0,-200.0,121
7166,3.6,-200,-200,-200.0,-200,622,-200,-200,-200,-200.0,-200.0,-200.0,164
7167,3.1,-200,-200,-200.0,-200,551,-200,-200,-200,-200.0,-200.0,-200.0,175
7168,1.9,-200,-200,-200.0,-200,349,-200,-200,-200,-200.0,-200.0,-200.0,130
7169,1.7,-200,-200,-200.0,-200,285,-200,-200,-200,-200.0,-200.0,-200.0,117
7170,1.7,-200,-200,-200.0,-200,265,-200,-200,-200,-200.0,-200.0,-200.0,115
7171,1.6,-200,-200,-200.0,-200,222,-200,-200,-200,-200.0,-200.0,-200.0,106
7172,1.6,-200,-200,-200.0,-200,237,-200,-200,-200,-200.0,-200.0,-200.0,102
7173,1.7,-200,-200,-200.0,-200,294,-200,-200,-200,-200.0,-200.0,-200.0,122
7174,2.2,-200,-200,-200.0,-200,329,-200,-200,-200,-200.0,-200.0,-200.0,138
7175,3.3,-200,-200,-200.0,-200,487,-200,-200,-200,-200.0,-200.0,-200.0,162
7176,3.9,-200,-200,-200.0,-200,604,-200,-200,-200,-200.0,-200.0,-200.0,177
7177,5.0,-200,-200,-200.0,-200,728,-200,-200,-200,-200.0,-200.0,-200.0,190
7178,4.2,-200,-200,-200.0,-200,653,-200,-200,-200,-200.0,-200.0,-200.0,182
7179,3.2,-200,-200,-200.0,-200,509,-200,-200,-200,-200.0,-200.0,-200.0,163
7180,1.7,-200,-200,-200.0,-200,277,-200,-200,-200,-200.0,-200.0,-200.0,135
7181,1.5,-200,-200,-200.0,-200,268,-200,-200,-200,-200.0,-200.0,-200.0,130
7182,1.3,-200,-200,-200.0,-200,193,-200,-200,-200,-200.0,-200.0,-200.0,117
7183,1.2,-200,-200,-200.0,-200,167,-200,-200,-200,-200.0,-200.0,-200.0,104
7184,1.3,-200,-200,-200.0,-200,159,-200,-200,-200,-200.0,-200.0,-200.0,97
7185,0.8,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
7186,0.6,-200,-200,-200.0,-200,89,-200,-200,-200,-200.0,-200.0,-200.0,72
7187,0.8,-200,-200,-200.0,-200,97,-200,-200,-200,-200.0,-200.0,-200.0,71
7188,0.9,-200,-200,-200.0,-200,182,-200,-200,-200,-200.0,-200.0,-200.0,94
7189,1.1,-200,-200,-200.0,-200,262,-200,-200,-200,-200.0,-200.0,-200.0,118
7190,3.4,-200,-200,-200.0,-200,561,-200,-200,-200,-200.0,-200.0,-200.0,174
7191,3.6,-200,-200,-200.0,-200,540,-200,-200,-200,-200.0,-200.0,-200.0,170
7192,3.1,-200,-200,-200.0,-200,480,-200,-200,-200,-200.0,-200.0,-200.0,171
7193,3.3,-200,-200,-200.0,-200,608,-200,-200,-200,-200.0,-200.0,-200.0,196
7194,3.4,-200,-200,-200.0,-200,584,-200,-200,-200,-200.0,-200.0,-200.0,191
7195,2.8,-200,-200,-200.0,-200,426,-200,-200,-200,-200.0,-200.0,-200.0,165
7196,2.6,-200,-200,-200.0,-200,397,-200,-200,-200,-200.0,-200.0,-200.0,148
7197,3.0,-200,-200,-200.0,-200,473,-200,-200,-200,-200.0,-200.0,-200.0,172
7198,2.9,-200,-200,-200.0,-200,369,-200,-200,-200,-200.0,-200.0,-200.0,165
7199,3.8,-200,-200,-200.0,-200,532,-200,-200,-200,-200.0,-200.0,-200.0,184
7200,3.8,-200,-200,-200.0,-200,498,-200,-200,-200,-200.0,-200.0,-200.0,173
7201,3.6,-200,-200,-200.0,-200,487,-200,-200,-200,-200.0,-200.0,-200.0,174
7202,4.5,-200,-200,-200.0,-200,629,-200,-200,-200,-200.0,-200.0,-200.0,181
7203,3.7,-200,-200,-200.0,-200,502,-200,-200,-200,-200.0,-200.0,-200.0,166
7204,2.4,-200,-200,-200.0,-200,381,-200,-200,-200,-200.0,-200.0,-200.0,150
7205,1.7,-200,-200,-200.0,-200,250,-200,-200,-200,-200.0,-200.0,-200.0,131
7206,1.7,-200,-200,-200.0,-200,266,-200,-200,-200,-200.0,-200.0,-200.0,129
7207,1.7,1135,-200,5.6,792,226,727,1170,1151,9.5,69.5,0.8261,120
7208,1.9,1188,-200,8.1,901,259,657,1261,1185,9.1,70.9,0.8176,119
7209,2.0,1242,-200,8.5,921,-200,626,1219,1374,8.1,72.1,0.7798,-200
7210,2.0,1219,-200,7.7,889,260,649,1186,1405,7.9,72.1,0.7679,111
7211,1.7,1187,-200,6.8,850,242,653,1169,1383,7.6,72.7,0.7598,109
7212,1.8,1225,-200,8.1,904,267,644,1194,1460,7.5,71.7,0.7439,110
7213,2.2,1333,-200,11.1,1019,411,576,1275,1612,7.9,70.6,0.7562,126
7214,3.7,1489,-200,16.4,1193,670,497,1475,1776,8.6,69.0,0.7732,148
7215,4.8,1596,-200,21.6,1341,830,436,1672,1991,9.1,67.5,0.7831,162
7216,4.8,1585,-200,19.3,1277,845,456,1567,1944,9.8,65.8,0.7967,173
7217,5.2,1674,-200,22.9,1376,992,438,1643,2098,11.2,61.9,0.8226,198
7218,5.9,1741,-200,25.3,1438,1130,416,1741,2159,12.8,60.1,0.882,219
7219,5.9,1680,-200,25.2,1434,977,417,1790,2005,13.4,62.4,0.9513,206
7220,3.1,1295,-200,13.2,1090,459,553,1479,1441,14.3,61.2,0.9941,155
7221,2.6,1288,-200,13.9,1112,346,560,1492,1380,14.6,59.6,0.9824,150
7222,2.8,1281,-200,13.8,1111,383,553,1483,1409,14.2,60.0,0.9684,148
7223,2.8,1310,-200,13.5,1099,414,559,1481,1445,13.8,62.6,0.9862,158
7224,2.8,1276,-200,13.5,1099,370,559,1504,1388,13.6,64.0,0.9891,152
7225,3.1,1312,-200,15.0,1148,400,532,1525,1411,13.4,64.5,0.9865,148
7226,3.3,1332,-200,14.9,1146,378,539,1523,1377,13.5,64.7,0.9971,147
7227,2.7,1248,-200,11.9,1046,357,588,1404,1316,13.4,65.3,0.9967,144
7228,2.3,1182,-200,9.2,947,333,643,1334,1210,13.2,64.5,0.9732,144
7229,1.6,1059,-200,6.0,810,227,764,1200,1002,13.2,62.3,0.9392,126
7230,1.6,1056,-200,5.6,795,203,783,1187,896,12.5,63.7,0.9196,115
7231,1.7,1064,-200,5.4,785,210,769,1184,946,12.3,64.6,0.9229,116
7232,1.6,1059,-200,5.4,783,198,781,1188,877,12.5,63.8,0.9244,112
7233,1.4,991,-200,3.5,681,-200,874,1125,718,12.6,62.7,0.9121,-200
7234,-200.0,950,-200,2.5,622,89,960,1093,643,12.0,64.6,0.906,67
7235,0.9,1005,-200,3.4,679,89,875,1120,745,10.7,69.5,0.8919,67
7236,0.8,939,-200,1.8,568,101,1037,1054,656,12.4,62.6,0.8994,72
7237,0.7,961,-200,2.6,629,104,1011,1114,682,12.3,62.7,0.8947,69
7238,1.1,1017,-200,4.0,712,192,827,1147,829,11.4,66.6,0.8948,107
7239,1.5,1108,-200,6.2,823,237,720,1247,961,11.1,70.2,0.9276,117
7240,1.5,1122,-200,5.8,803,211,733,1225,960,13.4,61.0,0.9348,115
7241,1.6,1099,-200,6.3,826,230,739,1223,940,15.9,52.2,0.9377,120
7242,1.6,1124,-200,5.9,805,240,726,1233,938,15.6,54.0,0.9515,128
