CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,target
2.4,1200,-200,8.7,929,288,664,1082,1847,4.2,63.1,0.5259,132
2.0,1081,-200,7.7,885,243,720,1017,1058,7.2,39.4,0.4032,174
3.3,1272,-200,21.1,1328,333,567,2085,1463,19.6,54.3,1.2278,108
1.4,974,-200,4.5,736,168,888,945,966,3.0,60.7,0.4667,97
2.2,1262,216,8.6,924,181,872,1576,1093,10.4,74.4,0.9384,125
3.8,1408,-200,13.1,1088,598,560,1504,1381,11.7,80.0,1.0938,139
0.8,914,-200,4.3,726,44,959,1496,534,35.3,27.6,1.5512,51
1.6,889,-200,9.0,939,99,920,1492,647,30.3,19.0,0.8103,102
2.3,1176,169,8.4,917,157,866,1560,1151,12.0,67.9,0.9523,95
2.3,1286,-200,9.1,942,343,687,1362,1103,13.5,67.1,1.0357,137
3.9,1405,-200,17.5,1224,601,468,1503,1658,6.7,74.2,0.7326,270
0.7,-200,-200,-200.0,-200,103,-200,-200,-200,-200.0,-200.0,-200.0,61
1.8,1170,-200,4.9,756,299,713,1341,793,14.4,80.8,1.3182,126
2.1,1115,-200,14.7,1140,133,682,1746,1020,41.1,16.5,1.2701,129
1.2,838,-200,7.2,868,66,1005,1454,540,30.1,18.5,0.7747,76
5.4,1425,-200,32.3,1605,631,660,1920,2321,35.2,16.6,0.9242,220
2.3,1186,-200,15.1,1151,166,680,1686,1235,44.6,12.6,1.1684,157
1.5,1112,47,5.1,770,139,1228,1409,940,6.3,71.9,0.6932,77
3.1,1166,-200,14.5,1134,514,603,1227,1531,11.1,33.3,0.4384,176
-200.0,1060,-200,5.8,805,-200,964,1418,1089,13.4,54.2,0.8319,-200
-200.0,1076,-200,9.3,951,112,730,1675,704,36.5,28.7,1.7256,109
2.7,1225,-200,10.1,982,359,656,1358,1236,11.2,78.3,1.0415,89
4.0,1319,-200,24.4,1413,204,597,2050,1329,19.2,45.7,1.0084,135
1.9,1222,-200,8.6,924,279,612,1216,1147,17.3,34.5,0.6728,121
6.5,1761,830,32.6,1610,332,502,2488,2006,20.2,50.8,1.1924,146
5.6,1458,-200,14.2,1123,527,540,1395,2030,9.6,65.9,0.7869,164
1.2,925,-200,6.4,831,57,789,1662,975,23.4,64.9,1.843,57
1.5,1134,151,10.0,979,106,794,1639,1140,14.6,56.8,0.9385,73
3.0,-200,234,-200.0,-200,191,-200,-200,-200,-200.0,-200.0,-200.0,127
-200.0,912,-200,5.6,795,-200,1042,1564,827,20.1,53.1,1.2342,-200
0.8,1021,-200,9.2,949,95,927,1764,977,19.5,68.0,1.5269,57
0.6,833,40,1.6,553,40,1476,1180,373,14.4,45.9,0.7476,45
-200.0,856,-200,4.4,732,-200,988,1247,714,14.8,64.3,1.073,-200
0.8,867,-200,2.4,613,134,1019,817,389,19.3,22.3,0.495,93
2.0,1060,-200,10.9,1010,135,858,1623,1074,23.9,30.7,0.9002,102
1.0,910,66,4.0,709,-200,1162,1329,712,8.8,66.0,0.7501,-200
1.1,1030,95,7.5,880,76,892,1539,996,13.9,60.7,0.9597,69
1.5,869,-200,7.9,897,104,965,1480,649,29.6,21.0,0.8548,106
1.5,952,-200,4.9,758,216,876,1203,794,15.6,60.1,1.0557,111
6.8,1486,-200,30.8,1570,954,455,1557,2179,8.6,29.8,0.3344,285
3.3,1269,-200,18.3,1247,415,597,1813,1441,29.1,36.7,1.4543,180
2.1,1195,-200,15.1,1153,226,678,1732,1370,36.8,18.0,1.0945,159
2.4,1128,-200,10.0,977,448,673,1199,1202,5.6,72.3,0.6627,153
2.0,1102,-200,10.4,994,107,955,1599,783,21.3,28.1,0.7067,87
-200.0,1491,-200,21.4,1335,-200,625,2001,1522,10.2,62.9,0.7831,-200
2.3,1052,-200,9.4,956,140,869,1600,725,14.2,60.5,0.9765,116
3.1,1281,171,10.0,977,171,794,1695,1105,12.8,81.0,1.1915,99
0.6,849,-200,2.3,604,117,1086,1108,604,14.1,64.5,1.0287,67
2.0,1010,-200,8.9,937,180,945,1444,949,18.5,31.2,0.6611,142
2.0,1053,-200,8.3,911,98,949,1603,683,25.5,33.5,1.0767,91
1.5,1042,105,9.0,941,110,971,1491,871,25.4,25.0,0.7966,91
-200.0,1215,-200,20.2,1303,220,694,2180,1358,20.0,57.4,1.3268,97
3.6,1143,-200,20.8,1319,192,673,2001,1190,28.7,31.2,1.2099,158
-200.0,794,-200,3.8,698,53,999,1336,767,22.8,34.7,0.9514,78
3.2,1317,-200,19.5,1283,487,518,1812,1601,20.5,60.2,1.4346,114
4.4,1435,-200,24.2,1408,598,537,1991,1704,25.8,44.2,1.4512,191
2.3,1146,-200,8.0,900,283,718,1280,1183,9.9,80.5,0.984,99
2.0,1028,-200,12.3,1060,213,686,1601,806,33.3,24.4,1.232,108
-200.0,889,-200,1.7,559,-200,1331,1241,714,10.2,63.2,0.7865,-200
-200.0,1527,-200,24.6,1419,-200,476,1966,1507,28.7,37.3,1.4486,-200
-200.0,1111,-200,10.4,993,-200,662,1287,1058,13.0,53.9,0.8029,-200
1.0,1012,-200,6.3,824,31,803,1612,710,31.0,42.9,1.8909,39
1.6,894,-200,6.2,820,288,932,1072,820,13.8,36.2,0.569,127
1.0,1033,70,3.6,686,63,1030,1420,948,11.9,74.8,1.038,69
2.5,933,-200,3.1,660,132,955,911,488,9.0,47.3,0.542,98
2.2,1322,-200,14.4,1129,149,934,1639,1109,27.0,17.8,0.6275,128
0.4,759,-200,1.8,566,-200,1175,1267,503,24.8,39.8,1.2231,-200
3.1,1284,-200,16.8,1204,552,599,1337,1531,3.9,57.3,0.4661,167
2.7,1377,-200,14.2,1123,249,578,1716,1223,29.4,42.9,1.7308,94
2.4,1067,-200,12.3,1059,337,671,1085,1163,10.4,23.1,0.2905,181
5.8,1570,-200,32.9,1617,844,426,2170,1944,22.1,56.6,1.4851,151
4.3,1482,-200,20.3,1305,472,503,1874,1464,22.9,57.6,1.5885,128
0.9,863,-200,1.3,531,45,1097,1095,606,14.7,59.8,0.9968,36
-200.0,962,-200,8.3,911,-200,793,1380,872,19.7,49.1,1.1148,-200
1.5,1016,-200,4.6,744,231,825,1053,1020,4.2,77.9,0.6479,167
1.0,966,-200,6.2,820,56,913,1634,807,24.7,47.6,1.4597,60
1.1,971,-200,5.5,790,46,871,1447,875,24.3,38.1,1.1398,64
2.4,1168,-200,14.7,1138,16,585,1946,1336,27.7,52.5,1.9138,5
1.4,1056,-200,7.6,883,64,799,1672,684,36.2,31.1,1.8371,63
2.4,1105,-200,11.1,1016,142,789,1736,930,18.2,49.6,1.0268,98
1.4,1072,-200,6.8,850,70,737,1604,702,29.8,43.4,1.7988,65
1.8,932,-200,11.3,1026,195,851,1523,944,33.4,17.1,0.8627,122
1.2,934,-200,5.5,787,-200,822,1147,974,8.1,78.1,0.8452,-200
5.5,1582,-200,26.0,1455,875,423,1725,1813,5.1,83.0,0.7352,216
-200.0,774,-200,0.5,441,42,1646,760,282,2.8,54.4,0.411,35
-200.0,960,-200,9.6,964,84,780,1532,913,28.6,27.2,1.048,102
2.8,1293,-200,9.7,965,376,589,1399,1062,22.7,42.4,1.154,150
1.3,988,-200,6.3,825,71,756,1559,848,24.9,50.6,1.5747,71
-200.0,1057,-200,7.6,881,53,784,1574,1081,27.6,38.2,1.3911,67
-200.0,888,-200,6.7,843,82,892,1438,729,26.1,28.3,0.9456,100
2.2,1105,-200,12.9,1080,139,751,1758,981,20.8,40.6,0.9888,104
4.0,1485,449,17.5,1223,242,650,1980,1302,14.4,77.4,1.2654,126
6.1,1917,471,32.1,1601,314,631,2447,1843,22.5,35.4,0.9547,162
0.9,996,45,2.9,648,64,1176,1340,852,11.0,63.7,0.8325,50
0.1,909,-200,2.5,622,130,1046,992,730,5.6,69.5,0.6362,89
1.7,1192,-200,10.7,1004,159,665,1577,1176,21.1,64.7,1.5956,91
0.7,923,-200,4.6,744,80,908,1394,815,22.3,55.8,1.4828,64
2.3,1200,-200,11.4,1027,316,760,1416,1199,17.9,51.4,1.0488,121
1.4,1035,-200,8.4,917,135,882,1606,968,11.3,70.4,0.9443,64
0.5,863,-200,3.0,652,42,1055,1504,816,25.9,45.1,1.4889,54
6.4,1588,-200,32.5,1610,742,400,2230,1791,19.3,71.4,1.5805,112
2.2,1176,-200,13.9,1114,141,843,1805,1102,21.5,48.1,1.2148,114
1.4,990,-200,8.0,898,176,748,1442,1006,17.8,71.2,1.4396,75
-200.0,991,-200,6.4,828,-200,973,1469,993,17.1,50.8,0.9828,-200
0.9,917,-200,4.9,761,55,931,1497,893,25.8,41.0,1.3461,75
0.8,943,-200,4.6,746,-200,852,1374,864,19.3,68.1,1.5139,-200
6.1,-200,-200,-200.0,-200,1054,-200,-200,-200,-200.0,-200.0,-200.0,312
-200.0,1092,-200,9.2,946,-200,691,1234,1043,12.7,56.7,0.8304,-200
3.1,1312,-200,15.0,1148,400,532,1525,1411,13.4,64.5,0.9865,148
3.2,1189,-200,10.6,999,411,680,1286,1115,6.2,84.1,0.8018,129
-200.0,805,-200,1.7,559,93,1183,781,466,6.4,41.7,0.4034,75
2.9,1328,468,14.2,1123,180,738,1821,1368,19.4,44.1,0.9855,127
2.6,931,-200,11.5,1032,403,795,1098,991,13.5,27.9,0.4287,164
-200.0,925,-200,4.4,735,-200,960,1284,691,15.4,73.2,1.2755,-200
2.7,1248,-200,11.9,1046,357,588,1404,1316,13.4,65.3,0.9967,144
0.4,734,-200,0.8,478,51,2294,805,378,11.7,38.1,0.5223,39
3.4,1480,-200,16.2,1186,615,498,1382,1882,9.0,54.7,0.6271,229
0.9,1047,-200,3.3,671,115,863,1147,887,12.0,69.2,0.9697,75
8.6,1510,-200,27.9,1501,881,456,1901,1855,15.2,57.5,0.9829,185
0.9,1197,-200,6.6,840,232,712,1298,974,9.5,83.8,0.9972,124
2.2,1085,-200,7.9,896,299,760,1049,1138,12.5,32.3,0.467,147
0.9,1080,-200,5.1,768,237,732,924,1305,3.6,51.7,0.4123,140
1.7,1141,-200,8.1,904,226,646,1249,889,20.1,32.9,0.7672,126
2.2,1101,-200,10.2,986,163,852,1574,1100,20.9,33.2,0.8098,124
2.9,1278,-200,14.4,1130,436,580,1506,1471,15.4,59.6,1.0375,129
-200.0,974,-200,9.5,958,74,783,1528,908,27.6,27.4,0.9926,94
0.4,923,-200,1.2,516,75,1049,1002,667,10.1,64.5,0.7968,59
0.5,732,-200,2.4,613,44,1273,1413,605,18.2,54.1,1.1155,40
2.1,1118,-200,6.4,830,295,765,1058,1313,5.7,59.9,0.5523,130
0.3,1079,-200,6.0,812,-200,782,1158,1158,7.8,81.3,0.8631,-200
1.5,1220,-200,5.5,787,204,675,1310,1163,16.3,56.6,1.0422,154
0.5,818,-200,0.9,486,58,1282,781,422,4.0,47.8,0.3919,49
-200.0,1023,-200,6.8,847,120,830,1663,916,25.4,48.5,1.5507,102
1.2,1167,-200,6.4,829,202,622,1360,1172,16.1,71.3,1.2955,89
2.9,1400,191,15.4,1162,159,838,1829,1263,23.9,30.0,0.8757,111
2.0,1011,-200,2.5,622,83,827,1158,703,15.2,63.5,1.0881,66
1.7,1063,-200,8.5,919,46,735,1676,821,37.2,29.1,1.8185,60
1.1,875,-200,4.8,753,31,978,1402,579,38.3,19.8,1.3067,36
1.6,1099,-200,12.3,1059,146,1156,1416,1114,29.6,19.4,0.7897,115
1.6,1003,-200,6.5,836,98,949,1455,748,16.2,50.2,0.9156,96
2.5,1132,-200,17.3,1220,177,691,1910,1203,20.8,48.0,1.1702,91
2.4,1042,-200,5.2,771,297,795,941,1089,3.5,60.9,0.4857,136
-200.0,929,-200,3.2,664,-200,1144,1449,536,14.3,69.6,1.1257,-200
-200.0,1038,-200,8.7,929,-200,816,1332,798,19.9,42.0,0.9665,-200
0.9,1066,-200,5.5,787,57,986,1552,689,23.9,40.4,1.1787,56
0.9,988,-200,4.0,709,178,897,1267,785,13.8,85.5,1.3469,82
2.2,1132,-200,12.1,1052,233,680,1609,944,28.5,37.3,1.4291,117
1.0,886,-200,2.7,633,-200,1071,1214,453,33.0,23.5,1.1583,-200
2.2,1072,-200,11.7,1039,120,745,1611,817,39.8,20.5,1.4687,127
1.3,957,-200,4.1,717,-200,911,1322,579,25.3,36.9,1.1764,-200
1.5,1051,95,5.7,798,84,1016,1455,876,9.0,76.7,0.8825,89
1.1,973,-200,4.0,712,184,923,1157,831,13.2,65.2,0.9841,69
2.0,1052,-200,11.1,1019,140,896,1610,836,40.3,14.2,1.0494,125
1.0,995,-200,5.1,769,48,882,1576,615,36.6,30.8,1.8617,46
-200.0,1047,-200,11.6,1037,-200,749,1429,904,19.8,41.5,0.9489,-200
4.6,1428,-200,21.2,1329,250,594,2102,1602,19.1,52.3,1.1486,141
2.7,1288,-200,16.0,1179,167,717,1799,1074,32.4,20.4,0.9732,150
0.7,897,-200,4.7,750,156,874,1270,799,15.8,73.5,1.3151,46
-200.0,1214,-200,11.2,1022,-200,645,1592,1235,21.3,63.0,1.5798,-200
1.6,1063,-200,9.2,946,205,886,1391,996,26.0,33.4,1.1071,127
1.5,979,-200,8.3,910,123,1028,1396,788,24.2,21.7,0.6451,92
5.6,1493,-200,25.6,1444,701,417,1702,1738,19.1,32.5,0.7112,240
3.1,1485,-200,17.6,1229,551,477,1450,1911,10.0,53.1,0.6495,208
-200.0,1043,-200,9.6,962,98,777,1554,686,39.3,18.9,1.318,124
3.4,1399,265,16.7,1201,185,699,1971,1318,22.7,45.8,1.2465,121
1.1,956,-200,7.1,862,65,930,1479,636,38.0,16.8,1.0933,82
-200.0,1065,-200,7.9,893,-200,819,1397,799,14.7,75.5,1.2554,-200
1.0,870,-200,4.6,745,54,998,1400,472,34.0,25.2,1.314,70
-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,-200
-200.0,1715,-200,37.9,1728,-200,371,2376,2004,19.9,69.9,1.6036,-200
1.7,1032,-200,4.9,757,-200,837,1182,1001,9.5,81.7,0.9693,-200
6.6,-200,-200,-200.0,-200,1227,-200,-200,-200,-200.0,-200.0,-200.0,326
3.6,1384,-200,23.3,1386,435,504,1833,1404,17.8,65.4,1.3213,88
-200.0,996,-200,6.9,853,135,796,1621,1023,23.1,48.8,1.3638,92
0.6,821,-200,2.4,614,45,1309,1350,430,22.4,39.0,1.04,49
2.7,1149,-200,13.4,1096,474,639,1219,1476,10.5,34.7,0.4393,178
3.9,1160,-200,13.0,1083,596,706,1114,1363,7.6,40.6,0.4273,162
-200.0,1374,-200,21.8,1346,-200,519,1910,1614,24.2,49.0,1.4586,-200
-200.0,760,-200,1.6,555,-200,1226,1158,568,13.8,67.6,1.0581,-200
2.1,1301,-200,10.5,998,327,553,1283,1610,14.3,49.6,0.8049,171
3.0,1035,-200,5.8,805,-200,790,1022,1038,3.5,68.8,0.5458,-200
0.3,838,-200,3.4,675,-200,1302,1390,540,17.9,50.8,1.0355,-200
1.3,984,-200,5.6,795,63,838,1570,676,25.4,54.6,1.7483,78
2.0,1214,-200,9.8,970,119,777,1771,1076,18.7,64.6,1.3836,100
2.3,1161,-200,10.0,979,267,758,1375,1132,16.7,57.3,1.0813,115
2.4,1159,-200,12.3,1061,138,812,1648,1174,22.2,33.4,0.8806,122
1.6,1161,-200,6.0,810,231,775,1281,958,11.6,80.0,1.0924,117
2.1,1100,-200,11.7,1038,109,668,1873,1080,29.8,45.2,1.8642,92
1.2,1025,-200,8.4,916,294,832,1018,1262,9.5,35.9,0.4273,149
4.2,1171,-200,9.5,960,404,679,1121,1234,5.5,60.2,0.5458,184
5.6,1446,-200,22.9,1374,1195,499,1560,1818,11.4,58.3,0.7868,282
2.3,1206,-200,8.7,928,373,621,1235,1285,4.6,82.5,0.7066,161
-200.0,1095,-200,7.0,857,281,756,1075,1020,8.9,49.1,0.5629,180
2.2,1194,-200,13.7,1106,100,667,1985,1194,28.2,48.1,1.8144,97
1.6,971,-200,9.1,942,104,900,1541,776,32.3,19.7,0.9345,103
0.9,-200,79,-200.0,-200,145,-200,-200,-200,-200.0,-200.0,-200.0,84
1.6,956,-200,9.1,945,107,1030,1509,892,17.8,41.7,0.844,107
0.8,898,60,3.4,676,70,1271,1307,517,14.0,43.8,0.6959,72
-200.0,1299,-200,12.7,1072,-200,617,1688,1107,24.4,52.5,1.583,-200
3.5,1410,-200,19.0,1268,212,724,1957,1344,16.4,47.5,0.8791,139
4.0,1195,-200,24.8,1424,260,609,2244,1489,23.7,39.9,1.1508,119
-200.0,1486,-200,23.5,1390,-200,504,1835,1770,21.3,50.1,1.2539,-200
0.6,833,-200,1.3,526,110,1169,771,722,0.8,52.8,0.3468,94
1.6,-200,-200,-200.0,-200,398,-200,-200,-200,-200.0,-200.0,-200.0,99
2.9,1087,-200,17.1,1213,661,668,1216,1402,11.9,27.9,0.3882,243
0.5,909,-200,6.5,834,82,1031,1527,763,16.6,52.1,0.9785,60
-200.0,974,-200,7.0,859,-200,772,1383,954,15.2,73.1,1.257,-200
1.2,891,-200,4.5,740,177,919,788,502,10.0,25.2,0.3079,124
-200.0,1366,-200,10.5,997,-200,830,1673,1041,18.5,48.9,1.0323,-200
5.0,1479,680,21.7,1343,259,631,1995,1579,14.7,47.0,0.7815,144
2.5,1204,-200,10.0,979,379,639,1147,1326,10.9,34.9,0.4568,202
1.5,1041,-200,6.8,846,351,829,1112,1076,5.6,68.9,0.6328,106
-200.0,1066,-200,7.8,890,-200,747,1690,906,32.2,41.4,1.9624,-200
1.7,1083,-200,9.3,951,223,880,1393,1054,25.1,35.7,1.1222,131
3.2,1435,-200,14.7,1140,425,477,1550,1530,15.0,57.6,0.9777,185
0.6,-200,-200,-200.0,-200,23,-200,-200,-200,-200.0,-200.0,-200.0,36
-200.0,1121,-200,10.7,1003,-200,656,1323,1058,14.3,48.6,0.79,-200
2.2,1114,-200,12.8,1077,319,633,1705,1199,29.1,35.4,1.4008,121
-200.0,1077,-200,11.3,1025,-200,629,1677,772,28.4,38.4,1.4616,-200
2.9,954,-200,4.5,735,175,863,953,630,9.8,44.1,0.5332,118
1.5,1107,-200,5.3,777,183,697,1221,945,13.1,66.1,0.9913,99
2.5,948,-200,11.1,1017,389,1065,1077,929,17.3,20.4,0.4011,147
4.1,1587,260,21.4,1334,320,702,1999,1534,11.1,60.2,0.7958,108
-200.0,1430,-200,20.7,1316,-200,638,2069,1382,11.0,77.4,1.0135,-200
3.3,1240,-200,15.9,1175,196,614,1895,1262,36.0,28.0,1.6304,174
1.1,939,59,4.8,754,74,1169,1384,797,8.1,70.4,0.7609,64
2.5,1251,-200,11.0,1015,475,751,1453,1070,12.3,78.9,1.1283,127
1.6,1120,-200,5.1,770,-200,756,1012,1191,7.7,49.7,0.5242,-200
0.6,847,7,1.0,501,30,1895,1155,394,6.3,65.0,0.6233,44
3.0,1203,-200,10.3,988,412,658,1350,1315,10.2,78.4,0.9757,113
1.0,968,-200,4.2,719,73,1081,1388,664,19.2,42.3,0.9339,76
-200.0,881,-200,4.4,734,-200,961,925,636,12.6,31.7,0.4613,-200
3.7,1386,-200,15.3,1158,528,518,1485,1553,12.8,62.5,0.9213,143
2.5,918,-200,4.5,737,220,1007,1030,703,9.6,53.9,0.6425,105
4.2,-200,-200,-200.0,-200,807,-200,-200,-200,-200.0,-200.0,-200.0,162
1.6,1105,-200,6.4,828,-200,735,997,1157,2.1,64.2,0.4633,-200
-200.0,814,-200,2.0,587,81,1146,876,840,4.2,54.8,0.4571,68
1.2,1071,-200,4.8,752,132,736,1289,668,23.6,39.4,1.132,81
-200.0,1017,-200,3.5,680,-200,996,1421,729,27.8,49.4,1.8209,-200
2.5,1170,-200,15.6,1168,186,703,1949,1287,33.3,27.8,1.4013,141
1.5,996,-200,6.7,843,-200,840,1394,765,30.1,27.2,1.1406,-200
6.4,1689,783,26.8,1474,323,560,2298,1492,13.9,78.0,1.2303,149
1.8,-200,159,-200.0,-200,118,-200,-200,-200,-200.0,-200.0,-200.0,97
0.7,955,-200,2.0,582,83,902,1118,611,12.2,72.4,1.0224,68
1.4,1014,-200,5.0,761,198,806,972,722,9.0,44.9,0.5173,136
1.7,1146,-200,10.1,983,201,673,1518,1136,20.4,66.7,1.583,71
2.8,1177,-200,15.2,1156,147,684,1983,1310,24.6,45.8,1.394,120
5.4,1417,-200,24.1,1407,1110,490,1709,1488,10.2,82.3,1.0253,190
4.0,1234,-200,16.6,1197,547,575,1597,1239,16.2,60.2,1.1003,163
2.1,1158,-200,14.3,1126,153,693,1654,1150,44.3,13.0,1.183,143
1.4,1011,-200,5.4,783,255,835,1013,1026,3.9,67.1,0.5483,118
1.9,1050,-200,8.7,927,88,830,1475,836,29.7,24.2,0.9926,106
2.2,1028,-200,10.1,983,337,728,979,1048,13.7,19.9,0.3114,133
0.8,924,-200,3.3,673,28,1247,1346,430,28.8,22.7,0.8864,36
-200.0,863,49,3.0,651,38,1224,1286,712,7.8,70.4,0.7463,52
-200.0,1045,-200,7.0,857,-200,994,1308,598,33.9,21.2,1.0989,-200
-200.0,973,-200,5.0,764,-200,914,1373,619,38.1,19.7,1.2928,-200
0.7,784,-200,2.8,638,51,1314,1412,529,21.6,45.3,1.1533,54
-200.0,872,-200,2.5,617,77,1026,1456,585,27.2,47.2,1.6803,86
-200.0,954,-200,6.8,850,-200,840,1321,858,15.5,59.7,1.0413,-200
2.0,1008,-200,7.1,861,331,839,977,943,8.3,38.5,0.4228,160
1.4,1083,-200,7.8,889,72,725,1734,918,27.6,52.1,1.8936,56
3.0,1400,-200,17.7,1230,362,519,1864,1483,26.5,52.2,1.7769,102
0.9,806,-200,3.8,702,59,1052,1035,500,17.2,33.9,0.6591,28
-200.0,790,-200,0.7,471,81,1302,669,532,-1.4,44.9,0.2536,75
0.7,968,-200,5.8,803,56,806,1586,1003,24.4,50.5,1.5243,62
0.8,1390,-200,15.6,1167,588,522,1392,1619,6.3,78.8,0.7544,196
-200.0,1004,-200,7.3,868,-200,772,1632,763,35.7,31.4,1.8025,-200
2.6,1227,-200,14.3,1125,227,675,1835,1470,30.5,32.9,1.4135,147
3.3,1308,388,16.4,1193,163,793,1193,1187,23.6,27.5,0.7913,106
1.7,973,-200,6.3,827,351,825,888,846,9.4,27.3,0.3216,176
1.6,1045,-200,6.6,840,118,879,1656,807,29.1,37.4,1.4833,92
6.5,1895,538,31.0,1573,320,565,2443,1992,18.3,52.6,1.0945,165
1.4,1220,-200,5.4,782,111,996,1560,1067,15.3,62.1,1.073,89
-200.0,1100,-200,6.4,832,85,767,1695,934,28.7,51.4,1.9871,97
1.8,1165,-200,9.7,967,93,651,1825,1120,29.8,51.1,2.1054,58
2.3,1101,-200,12.2,1057,122,797,1772,863,33.0,26.0,1.2877,113
-200.0,866,-200,3.4,675,-200,1155,1337,841,16.7,46.5,0.8755,-200
0.7,841,-200,3.3,673,40,1061,1394,451,33.6,28.8,1.4695,56
1.2,1015,-200,4.6,743,190,851,981,597,22.8,21.7,0.5945,138
2.1,1152,-200,9.7,966,266,661,1542,1137,21.4,61.7,1.5547,84
-200.0,1057,-200,5.1,768,-200,958,1527,884,12.4,82.4,1.1848,-200
2.3,1293,161,8.9,937,121,930,1464,1200,10.9,55.9,0.7277,102
-200.0,913,-200,4.5,735,-200,905,1024,706,11.8,44.3,0.6141,-200
1.5,977,109,6.6,837,96,1038,1413,646,19.6,30.9,0.6968,80
0.9,923,-200,3.2,664,177,988,1121,822,11.8,71.8,0.9909,67
1.8,-200,-200,-200.0,-200,119,-200,-200,-200,-200.0,-200.0,-200.0,101
1.2,980,-200,7.4,873,141,1088,1258,949,23.2,30.5,0.8558,98
2.7,1234,-200,10.2,985,158,815,1572,795,30.2,22.6,0.9524,122
0.8,775,-200,3.0,653,52,1349,1365,491,25.4,31.6,1.0058,53
1.2,1045,-200,6.8,850,78,889,1506,1102,20.5,42.0,1.0004,93
1.0,970,52,2.5,621,42,1400,1249,479,11.0,58.4,0.7686,58
1.0,866,-200,3.0,652,143,1060,857,573,11.9,30.8,0.4285,98
-200.0,962,-200,5.3,780,-200,919,909,884,9.6,32.3,0.3871,-200
5.0,1600,-200,27.5,1492,486,432,2160,1665,24.7,58.7,1.8001,107
0.9,959,-200,5.5,787,45,830,1460,821,26.5,40.7,1.3873,54
4.1,1420,-200,25.0,1430,525,512,2194,1510,20.4,72.8,1.7198,81
0.7,893,-200,3.7,696,48,1008,1548,801,22.1,56.2,1.48,54
1.0,901,-200,4.8,754,139,936,1351,854,16.8,66.8,1.2721,62
-200.0,728,-200,0.8,475,-200,1436,1061,432,15.1,55.4,0.9439,-200
0.5,806,-200,2.4,615,21,1172,1525,543,16.6,80.2,1.5002,34
2.5,1252,140,11.0,1016,160,1008,1593,983,16.1,34.5,0.6262,116
4.0,1311,-200,17.5,1225,781,538,1464,1434,7.1,84.1,0.8557,121
3.8,1454,460,17.5,1225,299,661,1809,1654,17.1,42.1,0.812,135
4.0,1294,-200,21.2,1330,676,535,1363,1725,11.4,28.7,0.3865,193
2.6,1153,-200,12.9,1079,358,635,1496,1103,17.0,57.5,1.1071,140
0.6,938,-200,1.9,575,97,955,1195,585,13.8,79.0,1.2425,63
2.2,-200,-200,-200.0,-200,147,-200,-200,-200,-200.0,-200.0,-200.0,99
-200.0,924,-200,3.3,673,-200,960,1522,520,35.0,35.5,1.962,-200
4.0,1424,-200,13.2,1090,507,566,1351,1896,12.2,61.1,0.8652,176
1.5,1015,-200,6.5,833,214,786,1400,868,16.9,81.4,1.551,84
-200.0,1095,-200,10.0,977,-200,725,1562,998,14.6,82.9,1.3706,-200
-200.0,918,-200,2.6,625,-200,1255,1298,744,9.3,65.8,0.7722,-200
3.1,1363,-200,16.4,1192,531,499,1501,1637,13.4,57.9,0.8895,148
1.8,1036,-200,9.4,955,166,829,1527,840,30.5,24.7,1.0592,130
-200.0,1449,-200,22.0,1350,-200,571,2264,1452,16.4,70.8,1.3088,-200
5.1,1519,-200,26.3,1461,623,370,2005,1648,14.4,65.8,1.0727,140
1.0,948,-200,6.4,829,40,873,1638,937,25.2,47.8,1.5076,53
-200.0,1169,-200,6.8,846,217,767,1157,942,5.4,77.6,0.7031,141
0.4,855,-200,0.8,479,49,1319,1068,450,10.7,81.5,1.0497,46
2.0,1051,-200,6.2,820,285,778,1087,1009,4.8,79.4,0.6872,122
2.0,1122,-200,9.3,951,126,687,1729,1022,31.2,41.9,1.871,95
-200.0,1110,-200,13.3,1093,-200,961,1661,1091,21.3,33.0,0.8284,-200
3.0,1003,-200,5.2,772,234,821,1008,788,6.8,58.0,0.5758,142
1.3,1015,-200,7.3,869,147,747,1439,1375,21.2,63.4,1.5748,72
2.2,1094,-200,10.6,1002,272,755,1536,1114,26.5,35.7,1.2149,110
-200.0,1111,-200,11.9,1046,98,651,1754,1106,26.3,45.6,1.5349,105
3.4,1415,-200,16.6,1197,559,486,1539,1597,12.0,67.4,0.9417,146
4.2,1467,-200,23.3,1385,192,623,2084,1493,24.9,39.4,1.2268,130
1.0,836,-200,4.4,734,53,1035,1501,801,20.8,51.7,1.2572,68
-200.0,1108,-200,8.4,917,-200,797,1495,1129,22.0,55.8,1.4585,-200
-200.0,856,-200,3.2,665,-200,1061,1375,788,23.5,52.6,1.5035,-200
0.7,855,-200,2.3,606,28,1214,1403,438,31.2,36.3,1.6217,37
-200.0,720,-200,1.4,540,-200,1296,938,613,4.4,71.4,0.6024,-200
-200.0,1223,-200,14.8,1142,145,778,1965,1084,26.2,46.4,1.5573,88
1.0,984,-200,3.7,694,141,881,1032,711,13.7,42.9,0.6687,116
1.6,1059,-200,5.4,783,198,781,1188,877,12.5,63.8,0.9244,112
